genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Hyaenodon,brevirostrus,30.800,26.300,1,1,1.0000
Hyaenodon,crucians,37.2,33.3,18,0,NaN
Hyaenodon,horridus,36.9,33.0,19,1,0.0064
Hyaenodon,megaloides,35.7,35.6,1,0,NaN
Hyaenodon,microdon,36.9,36.9,1,0,NaN
Hyaenodon,montanus,38.4,35.5,8,0,NaN
Hyaenodon,mustelinus,35.7,33.3,3,0,NaN
Hyaenodon,raineyi,36.6,36.5,1,0,NaN
Hyaenodon,sp.,39.9,28.9,20,1,0.0256
Hyaenodon,venturae,39.8,36.7,3,1,0.0106
Hyaenodon,vetus,39.9,33.900,5,3,0.1618
Hydrochoerus,sp.,0.300,0.012,1,0,NaN
Hydrodamalis,cuestae,7.246,3.4,11,1,1.0000
Hydrodamalis,gigas,0.300,0.000,7,1,1.0000
Hydrodamalis,sp.,3.600,0.2,2,0,NaN
Hylomeryx,annectens,43.0,43.0,1,0,NaN
Hylomeryx,quadricuspis,41.7,41.5,2,0,NaN
Hylomeryx,sp.,46.200,40.400,2,0,NaN
Hyopsodus,aemulor,54.2,54.2,1,1,0.0238
Hyopsodus,fastigatus,42.5,42.4,1,1,0.1074
Hyopsodus,lepidus,50.1,46.3,9,0,NaN
Hyopsodus,loomisi,55.7,53.1,141,90,0.1416
Hyopsodus,lysitensis,55.7,52.3,102,23,0.2008
Hyopsodus,mentalis,52.9,52.2,21,0,NaN
Hyopsodus,minor,53.8,52.3,47,15,0.0579
Hyopsodus,minusculus,52.0,47.4,60,32,0.1659
Hyopsodus,paulus,52.1,43.0,80,1,0.3333
Hyopsodus,pauxillus,55.2,53.4,9,6,0.0426
Hyopsodus,powellianus,55.7,46.200,84,4,0.1247
Hyopsodus,sholemi,40.400,37.200,1,0,NaN
Hyopsodus,simplex,55.7,53.3,61,26,0.1567
Hyopsodus,sp.,56.5,43.3,213,4,0.2395
Hyopsodus,tonksi,50.3,48.9,3,0,NaN
Hyopsodus,uintensis,45.3,41.5,13,1,0.0077
Hyopsodus,walcottianus,52.3,46.200,14,0,NaN
Hyopsodus,wortmani,53.7,46.200,54,0,NaN
Hypertragulus,calcaratus,35.4,25.3,25,0,NaN
Hypertragulus,chadronensis,35.8,35.8,1,0,NaN
Hypertragulus,crawfordensis,35.8,35.8,1,0,NaN
Hypertragulus,heikeni,39.1,33.900,2,0,NaN
Hypertragulus,hesperius,33.300,20.430,5,0,NaN
Hypertragulus,quadratus,33.300,30.800,1,0,NaN
Hypertragulus,sequens,26.300,24.800,1,0,NaN
Hypertragulus,sp.,37.9,24.1,12,1,0.2632
Hypisodus,alacer,33.4,33.4,3,0,NaN
Hypisodus,ironsi,33.300,30.800,1,0,NaN
Hypisodus,minimus,37.2,31.5,16,0,NaN
Hypisodus,paululus,35.8,35.8,1,0,NaN
Hypisodus,sp.,36.3,26.300,13,0,NaN
Hypohippus,affinis,17.8,11.7,17,1,0.0308
Hypohippus,chico,13.6,13.6,1,0,NaN
Hypohippus,equinus,20.430,15.970,2,1,0.0224
Hypohippus,osborni,20.430,11.9,26,2,0.1336
Hypohippus,pertinax,18.3,15.2,2,0,NaN
Hypohippus,sp.,19.6,11.5,40,1,0.0033
Hypolagus,arizonensis,3.1,3.0,2,0,NaN
Hypolagus,edensis,11.8,2.8,23,1,0.0161
Hypolagus,fontinalis,15.5,9.9,31,1,0.0256
Hypolagus,furlongi,3.4,1.7,11,1,0.9615
Hypolagus,gidleyi,8.1,2.3,15,3,0.4368
Hypolagus,oregonensis,9.7,7.0,3,1,0.3534
Hypolagus,parviplicatus,13.8,12.7,14,1,0.0154
Hypolagus,regalis,7.4,3.4,5,0,NaN
Hypolagus,ringoldensis,7.4,3.3,12,1,0.4545
Hypolagus,sp.,18.1,0.8,41,3,0.0342
Hypolagus,tedfordi,8.8,6.1,5,1,0.1818
Hypolagus,vetus,16.7,3.6,42,4,0.1757
Hypolagus,voorhiesi,3.5,2.2,8,0,NaN
Hypsiops,bannackensis,22.4,22.4,2,0,NaN
Hypsiops,breviceps,24.6,15.970,6,0,NaN
Hypsiops,sp.,25.6,25.3,5,0,NaN
Hyrachyus,affinis,49.8,46.4,11,0,NaN
Hyrachyus,douglassi,50.300,46.200,1,0,NaN
Hyrachyus,eximius,49.3,45.1,27,0,NaN
Hyrachyus,modestus,52.2,40.400,31,0,NaN
Hyrachyus,sp.,55.800,49.9,61,47,0.2050
Hyracodon,leidyanus,33.1,31.5,7,0,NaN
Hyracodon,medius,46.200,37.2,13,1,0.5000
Hyracodon,nebraskensis,37.2,31.5,26,0,NaN
Hyracodon,petersoni,36.7,36.6,4,1,0.0255
Hyracodon,priscidens,36.9,35.5,14,0,NaN
Hyracodon,sp.,40.0,27.4,44,2,0.1491
Hyracotherium,cristatum,54.4,53.3,50,36,0.0552
Hyracotherium,montanum,52.8,52.4,1,0,NaN
Hyracotherium,pernix,54.6,52.6,110,74,0.2687
Hyracotherium,sp.,55.8,46.200,158,4,0.2559
Hyracotherium,vasacciense,53.7,46.200,48,0,NaN
Hystricops,browni,10.300,4.900,1,0,NaN
Hystricops,sp.,20.0,11.5,9,1,0.0769
Hystricops,venustus,11.8,11.7,1,0,NaN
Ibarus,ignotus,42.9,42.4,2,1,0.0263
Icaronycteris,index,55.800,50.300,1,0,NaN
Icaronycteris,sp.,56.7,46.200,2,0,NaN
Ictidopappus,mustelinus,63.300,61.700,1,0,NaN
Idiogenomys,ozziei,37.200,33.900,1,0,NaN
Idiophyseter,merriami,15.970,13.650,1,0,NaN
Ignacius,clarkforkensis,56.6,56.6,1,0,NaN
Ignacius,fremontensis,63.300,60.1,6,0,NaN
Ignacius,frugivorus,63.300,57.9,25,1,0.1385
Ignacius,graybullianus,57.2,54.1,27,5,0.0210
Ignacius,sp.,60.4,42.2,7,1,0.0126
Ilingoceros,alexandrae,9.6,9.6,1,0,NaN
Ilingoceros,schizoceros,9.6,9.6,1,0,NaN
Ilingoceros,sp.,11.6,11.6,1,0,NaN
Imagocnus,zazae,23.030,15.970,1,0,NaN
Imagotaria,downsi,11.608,5.332,13,1,1.0000
Imagotaria,sp.,13.650,7.246,4,0,NaN
Indarctos,nevadensis,10.300,4.900,1,0,NaN
Indarctos,oregonensis,9.8,7.7,4,0,NaN
Indarctos,sp.,9.3,8.6,8,0,NaN
Ingentisorex,tumididens,13.8,13.8,1,0,NaN
Insulacebus,toussaintiana,0.012,0.000,1,0,NaN
Ischnognathus,savagei,38.4,38.3,1,0,NaN
Ischyrocyon,gidleyi,12.0,5.332,10,1,0.0143
Ischyrocyon,sp.,14.2,10.300,23,0,NaN
Ischyromys,blacki,40.400,37.200,2,0,NaN
Ischyromys,douglassi,37.0,37.0,4,0,NaN
Ischyromys,junctus,36.9,36.9,1,0,NaN
Ischyromys,sp.,46.200,32.1,47,3,0.0373
Ischyromys,typus,36.8,31.9,45,1,0.1111
Ischyromys,veterior,37.200,33.4,29,1,0.1111
Isectolophus,annectens,43.0,41.5,8,0,NaN
Isectolophus,latidens,49.8,40.400,3,0,NaN
Isectolophus,radinskyi,49.8,46.4,1,0,NaN
Ixacanthus,sp.,14.9,14.8,3,1,0.0714
Jacobsomys,verdensis,4.7,4.7,1,0,NaN
Janimus,dawsonae,40.400,37.200,1,0,NaN
Janimus,mirus,42.5,42.4,1,1,0.0284
Janimus,rhinophilus,41.6,41.5,1,0,NaN
Janimus,sp.,40.400,37.200,1,0,NaN
Javazapus,weeksi,1.800,0.300,1,0,NaN
Jaywilsonomys,ojinagaensis,37.0,36.9,2,0,NaN
Jemezius,szalayi,52.9,52.3,1,0,NaN
Jepsenella,praepropera,63.300,60.4,6,0,NaN
Jepsenella,sp.,59.6,59.6,1,0,NaN
Jimomys,labaughi,17.3,13.600,4,0,NaN
Jimomys,lulli,25.9,25.7,1,0,NaN
Jimomys,sp.,18.9,18.9,1,1,0.4000
Kalobatippus,agatensis,22.5,20.8,6,1,0.1170
Kalobatippus,avus,23.5,23.5,2,0,NaN
Kalobatippus,sp.,25.4,22.4,3,0,NaN
Kampholophos,serrulus,13.650,11.608,1,1,1.0000
Kampholophos,sp.,19.1,4.900,2,1,0.2500
Kansasimys,dubius,9.3,7.1,3,0,NaN
Kansasimys,sp.,10.300,4.900,1,0,NaN
Kansasimys,wilsoni,6.9,6.8,1,0,NaN
Karstala,silva,20.430,15.970,1,0,NaN
Kentriodon,obscurus,15.970,13.650,2,0,NaN
Kentriodon,pernix,23.030,13.650,6,6,0.2499
Kentriodon,schneideri,13.650,11.608,1,1,0.0102
Kentriodon,sp.,23.030,11.608,11,6,0.3455
Kimbetohia,campi,64.1,64.0,2,0,NaN
Kimbetohia,mziae,65.2,64.9,2,0,NaN
Kimbetohia,sp.,63.5,63.5,1,0,NaN
Kirkomys,milleri,33.300,30.800,1,0,NaN
Kirkomys,schlaikjeri,29.5,26.300,5,2,0.2357
Knightomys,cremneus,54.6,54.2,1,0,NaN
Knightomys,cuspidatus,50.300,46.200,1,0,NaN
Knightomys,depressus,54.9,50.1,34,0,NaN
Knightomys,huerfanensis,52.1,50.1,10,0,NaN
Knightomys,minor,55.2,52.8,17,0,NaN
Knightomys,reginensis,53.7,52.8,4,0,NaN
Knightomys,senior,52.5,46.200,4,0,NaN
Knightomys,sp.,52.1,49.7,3,0,NaN
Kogia,sp.,5.332,2.588,1,0,NaN
Kogiopsis,floridana,13.650,11.608,1,0,NaN
Kolponomos,clallamensis,23.030,20.430,1,1,0.4000
Kolponomos,newportensis,20.430,13.600,1,1,0.2000
Kolponomos,sp.,23.030,20.430,1,0,NaN
Koniaryctes,paulus,55.8,55.8,1,0,NaN
Kronokotherium,sp.,28.400,20.430,2,2,0.4472
Kukusepasutanka,sp.,24.8,24.7,1,0,NaN
Kyptoceras,amatorum,6.5,3.600,3,0,NaN
Labidolemur,kayi,59.0,52.8,26,3,0.0111
Labidolemur,major,59.9,59.8,1,0,NaN
Labidolemur,serus,54.8,54.6,5,2,0.0210
Labidolemur,soricoides,59.5,58.3,4,1,0.0142
Labidolemur,sp.,55.1,54.2,2,1,0.0238
Lagenorhynchus,harmatuki,5.332,3.600,1,1,0.0064
Lagenorhynchus,sp.,5.332,0.012,3,2,0.1132
Lagurus,sp.,0.126,0.012,1,0,NaN
Lainoryctes,youzwyshyni,60.5,58.8,1,0,NaN
Lambdoceras,hessei,20.4,20.4,1,0,NaN
Lambdoceras,siouxensis,16.5,13.600,5,0,NaN
Lambdoceras,sp.,17.3,17.3,1,0,NaN
Lambdoceras,trinitiensis,17.3,13.600,2,0,NaN
Lambdotherium,popoagicum,53.7,46.200,64,1,0.2500
Lambdotherium,sp.,53.2,46.200,14,0,NaN
Lambertocyon,eximius,59.6,58.1,10,0,NaN
Lambertocyon,gingerichi,58.4,58.3,1,1,0.0313
Lambertocyon,ischyrus,56.800,55.800,6,0,NaN
Lamprolithax,annectens,15.970,13.650,1,0,NaN
Lamprolithax,simulans,15.970,13.650,1,0,NaN
Lamprolithax,sp.,20.430,15.970,1,0,NaN
Lanthanotherium,dehmi,12.5,12.5,1,0,NaN
Lanthanotherium,sawini,14.9,12.1,9,1,0.0120
Lanthanotherium,sp.,16.9,11.7,6,0,NaN
Laredochoerus,edwardsi,46.200,40.400,2,1,0.0155
Laredomys,riograndensis,46.200,40.400,1,1,0.0155
Lasionycteris,noctivagans,3.4,0.012,3,0,NaN
Lasiopodomys,deceitensis,0.9,0.3,8,0,NaN
Lasiopodomys,sp.,0.4,0.4,1,0,NaN
Lasiurus,blossevillii,4.7,4.7,1,0,NaN
Lasiurus,borealis,3.4,0.0294,8,0,NaN
Lasiurus,cinereus,0.3,0.3,2,0,NaN
Lasiurus,fossilis,3.5,3.5,3,0,NaN
Lasiurus,golliheri,0.3,0.3,1,0,NaN
Lasiurus,intermedius,0.126,0.012,4,0,NaN
Lasiurus,seminolus,3.600,2.588,1,0,NaN
Lasiurus,sp.,11.8,0.4,4,0,NaN
Leidymys,blacki,29.3,15.970,12,5,0.0278
Leidymys,cerasus,23.9,23.9,2,0,NaN
Leidymys,korthi,26.300,24.800,1,0,NaN
Leidymys,nematodon,24.800,20.430,1,0,NaN
Leidymys,sp.,31.8,20.4,22,2,0.0151
Leipsanolestes,siegfriedti,57.2,54.0,11,2,0.0182
Leipsanolestes,sp.,56.800,55.2,2,1,0.2042
Lemmiscus,curtatus,0.8,0.012,24,8,0.0873
Lemmiscus,sp.,2.8,0.3,2,0,NaN
Lemmus,sibiricus,1.800,0.0231,9,1,0.0096
Lemmus,sp.,2.588,0.000,3,1,0.1120
Lemmus,trimucronatus,0.300,0.012,1,1,0.0238
Lemoynea,biradicularis,11.2,4.900,3,0,NaN
Lemoynea,sp.,10.300,4.900,1,0,NaN
Leopardus,amnicola,1.1,0.012,5,0,NaN
Leopardus,pardalis,0.300,0.012,1,0,NaN
Leopardus,sp.,0.126,0.012,1,1,0.0056
Lepoides,lepoides,7.4,4.6,5,2,0.2132
Leptacodon,catulus,53.5,53.5,1,0,NaN
Leptacodon,munusculum,63.300,58.3,9,2,0.0402
Leptacodon,packi,60.4,57.7,10,1,0.1500
Leptacodon,proserpinae,63.5,63.5,1,0,NaN
Leptacodon,sp.,59.8,53.5,9,0,NaN
Leptacodon,tener,63.300,57.9,15,0,NaN
Leptarctus,ancipidens,18.0,13.600,3,0,NaN
Leptarctus,martini,15.970,13.600,1,0,NaN
Leptarctus,mummorum,13.600,10.300,1,0,NaN
Leptarctus,oregonensis,20.430,15.4,3,0,NaN
Leptarctus,primus,15.970,15.4,10,0,NaN
Leptarctus,sp.,18.2,9.2,13,0,NaN
Leptarctus,supremus,9.3,9.2,1,0,NaN
Leptarctus,wortmani,11.8,11.6,6,0,NaN
Leptauchenia,decora,33.8,15.970,90,4,0.1261
Leptauchenia,major,31.3,24.4,77,6,0.0801
Leptauchenia,sp.,33.300,24.800,4,2,0.3397
Leptictis,dakotensis,35.5,33.1,10,0,NaN
Leptictis,douglassi,37.2,37.2,1,0,NaN
Leptictis,haydeni,33.900,33.300,1,0,NaN
Leptictis,sp.,36.0,35.8,1,0,NaN
Leptictis,wilsoni,37.1,37.1,1,0,NaN
Leptochoerus,elegans,33.9,32.8,8,0,NaN
Leptochoerus,emilyae,33.9,33.4,1,0,NaN
Leptochoerus,sp.,35.0,26.300,12,3,0.0268
Leptochoerus,spectabilis,31.7,31.5,4,0,NaN
Leptochoerus,supremus,33.900,31.2,2,0,NaN
Leptocyon,gregorii,22.1,19.8,3,1,1.0000
Leptocyon,mollis,30.800,20.430,1,0,NaN
Leptocyon,sp.,22.6,11.5,15,4,0.0611
Leptocyon,vafer,13.7,11.7,29,2,0.0064
Leptocyon,vulpinus,23.1,23.1,1,1,0.0556
Leptodontomys,douglassi,29.3,29.2,2,0,NaN
Leptodontomys,oregonensis,9.7,9.7,1,1,0.0014
Leptodontomys,quartzi,13.8,13.8,1,0,NaN
Leptodontomys,russelli,15.9,15.9,2,0,NaN
Leptodontomys,sp.,26.300,4.900,8,2,0.0052
Leptodontomys,stirtoni,16.9,14.0,4,0,NaN
Leptolambda,schmidti,59.0,58.3,1,0,NaN
Leptomeryx,blacki,37.200,33.900,1,0,NaN
Leptomeryx,elissae,33.900,33.300,1,0,NaN
Leptomeryx,evansi,36.3,30.9,43,2,0.3660
Leptomeryx,mammifer,36.9,35.7,9,0,NaN
Leptomeryx,sp.,37.200,25.1,34,2,0.2000
Leptomeryx,speciosus,36.9,33.7,24,0,NaN
Leptomeryx,yoderi,37.0,36.7,6,1,0.3185
Leptonysson,basiliscus,63.300,61.700,1,0,NaN
Leptophoca,amphiatlantica,15.970,7.246,3,3,0.3684
Leptophoca,lenis,19.4,11.608,23,6,0.1601
Leptophoca,sp.,15.970,13.650,3,2,0.2390
Leptoreodon,edwardsi,43.6,40.9,4,2,0.5995
Leptoreodon,leptolophus,44.8,40.0,9,3,0.3492
Leptoreodon,major,45.7,43.5,14,2,0.2722
Leptoreodon,marshi,44.8,41.2,10,2,0.1885
Leptoreodon,pusillus,42.9,40.1,8,4,0.1262
Leptoreodon,sp.,43.6,40.0,13,1,0.1111
Leptoreodon,stocki,41.1,39.7,14,0,NaN
Leptoromys,wilsoni,33.900,32.1,2,0,NaN
Leptotomus,caryophilus,45.5,40.9,6,1,0.1064
Leptotomus,guildayi,42.5,36.9,9,1,0.0010
Leptotomus,leptodus,45.2,40.9,5,0,NaN
Leptotomus,parvus,50.0,40.400,33,19,0.1404
Leptotomus,sp.,49.0,36.9,14,2,0.0092
Leptotragulus,clarki,41.6,41.1,3,0,NaN
Leptotragulus,medius,43.2,37.200,6,0,NaN
Leptotragulus,proavus,44.8,41.5,3,0,NaN
Leptotragulus,sp.,46.200,37.200,2,0,NaN
Leptotragulus,ultimus,36.7,36.7,1,0,NaN
Lepus,alleni,0.4,0.012,2,0,NaN
Lepus,americanus,0.9,0.012,18,3,0.0304
Lepus,arcticus,1.800,0.012,3,0,NaN
Lepus,benjamini,3.1,3.1,1,1,0.1868
Lepus,californicus,2.4,0.000,15,1,0.0880
Lepus,callotis,1.800,0.300,1,0,NaN
Lepus,sp.,3.2,0.0093,72,6,0.0358
Lepus,townsendii,0.3,0.012,9,0,NaN
Lignimus,austridakotensis,15.970,13.600,1,0,NaN
Lignimus,montis,15.9,13.8,6,1,0.0049
Lignimus,sp.,15.970,11.7,5,0,NaN
Limaconyssus,habrus,56.7,56.6,1,0,NaN
Limaconyssus,sp.,60.4,55.800,2,1,0.0156
Limnenetes,platyceps,37.0,36.5,5,0,NaN
Limnocyon,cuspidens,50.300,46.200,1,0,NaN
Limnocyon,potens,45.2,41.5,3,0,NaN
Limnocyon,sp.,50.300,42.0,5,2,0.0861
Limnocyon,verus,49.5,46.3,6,0,NaN
Limnoecus,compressus,20.0,17.9,4,0,NaN
Limnoecus,niobrarensis,17.4,13.600,8,4,0.4273
Limnoecus,sp.,22.2,4.900,14,1,0.0252
Limnoecus,tricuspis,15.1,11.4,21,1,0.0241
Limnonyx,sp.,11.7,11.6,1,1,0.0769
Liodontia,alexandrae,15.8,15.5,5,1,0.2143
Liodontia,furlongi,9.6,9.6,3,0,NaN
Liodontia,sp.,17.9,9.7,6,1,0.0014
Liolithax,kernensis,20.430,11.608,4,1,1.0000
Liolithax,sp.,10.300,7.246,2,0,NaN
Lissodelphis,borealis,0.012,0.000,1,0,NaN
Lissodelphis,sp.,0.300,0.012,1,0,NaN
Litaletes,disjunctus,63.300,60.5,9,0,NaN
Litaletes,gazini,66.043,63.300,1,0,NaN
Litaletes,ondolinde,63.300,61.700,1,0,NaN
Litaletes,sp.,63.3,63.3,2,0,NaN
Litaletes,sternbergi,62.1,62.1,1,0,NaN
Litocherus,lacunatus,63.300,57.9,12,2,0.0800
Litocherus,notissimus,59.9,58.5,8,0,NaN
Litocherus,sp.,60.4,60.4,1,0,NaN
Litocherus,zygeus,59.2,58.3,9,0,NaN
Litolagus,molidens,33.8,33.7,2,0,NaN
Litolestes,ignotus,59.2,57.7,9,0,NaN
Litolestes,sp.,59.4,57.6,2,0,NaN
Litomylus,dissentaneus,63.300,59.4,18,2,0.1543
Litomylus,grandaletes,60.4,60.4,1,0,NaN
Litomylus,ishami,59.6,59.5,2,1,1.0000
Litomylus,orthronepius,63.4,63.3,2,0,NaN
Litomylus,scaphicus,61.7,59.4,3,0,NaN
Litomylus,sp.,63.300,59.0,4,0,NaN
Litoyoderimys,auogoleus,37.200,33.900,1,0,NaN
Litoyoderimys,lustrorum,37.3,37.3,2,0,NaN
Litoyoderimys,sp.,40.400,37.200,1,0,NaN
Lonchodelphis,sp.,11.608,5.332,1,1,1.0000
Longirostromeryx,clarendonensis,12.3,12.2,1,0,NaN
Longirostromeryx,sp.,15.970,11.8,7,0,NaN
Longirostromeryx,wellsi,15.970,11.8,23,0,NaN
Lontra,canadensis,1.9,0.000,20,3,0.0020
Lontra,sp.,7.3,7.2,1,0,NaN
Lophiparamys,debequensis,55.7,53.0,4,0,NaN
Lophiparamys,murinus,53.6,52.0,2,0,NaN
Lophiparamys,sp.,54.3,40.400,2,0,NaN
Lophiparamys,woodi,52.0,52.0,1,0,NaN
Lophocetus,calvertensis,11.608,7.246,1,1,1.0000
Lophocetus,pappus,15.970,11.608,3,3,0.1647
Lophocetus,repenningi,11.608,7.246,1,1,1.0000
Lophocetus,sp.,13.600,10.300,1,0,NaN
Loupomys,sp.,2.4,2.4,2,0,NaN
Loveina,minuta,53.0,52.5,2,0,NaN
Loveina,sp.,53.5,51.9,2,0,NaN
Loveina,wapitiensis,52.1,52.1,3,0,NaN
Loveina,zephyri,53.7,52.0,7,0,NaN
Loxolithax,sinuosa,15.970,13.650,1,0,NaN
Loxolophus,criswelli,63.300,61.700,1,0,NaN
Loxolophus,faulkneri,64.6,64.1,3,3,0.2924
Loxolophus,hyattianus,64.7,63.6,11,3,0.1733
Loxolophus,kimbetovius,64.1,63.7,2,0,NaN
Loxolophus,pentacus,64.0,62.2,6,0,NaN
Loxolophus,priscus,64.7,63.7,4,2,0.1291
Loxolophus,schizophrenus,64.3,63.3,3,1,0.0312
Loxolophus,sp.,64.6,62.0,6,2,0.1531
Loxolophus,spiekeri,66.043,62.1,2,0,NaN
Loxolophus,stenognathus,64.0,64.0,1,0,NaN
Lutravus,halli,11.4,7.7,3,0,NaN
Lutra,lutris,0.126,0.000,9,1,1.0000
Lycophocyon,hutchisoni,40.5,37.200,6,0,NaN
Lynx,canadensis,1.800,0.012,4,0,NaN
Lynx,longignathus,9.7,9.7,1,1,0.0072
Lynx,lynx,0.126,0.012,2,0,NaN
Lynx,proterolyncis,8.4,8.1,2,0,NaN
Lynx,rufus,3.6,0.0093,53,3,0.0052
Lynx,sp.,3.6,0.0231,12,2,0.0010
Machaeroides,eothen,48.4,48.4,1,0,NaN
Machaeroides,simpsoni,52.1,46.200,3,0,NaN
Machaeromeryx,gilchristensis,20.430,15.970,1,0,NaN
Machaeromeryx,sp.,18.9,18.9,1,0,NaN
Machaeromeryx,tragulus,24.800,20.430,1,0,NaN
Machairodus,catocopis,7.4,7.4,4,0,NaN
Machairodus,sp.,10.0,4.2,16,1,0.0072
Macrocranion,junnei,55.6,55.5,2,0,NaN
Macrocranion,nitens,55.8,52.1,27,0,NaN
Macrocranion,robinsoni,42.1,37.200,2,0,NaN
Macrocranion,sp.,53.7,46.200,5,0,NaN
Macrodelphinus,kelloggi,28.400,23.030,2,2,0.1429
Macrogenis,crassigenis,11.9,11.8,7,0,NaN
Macrogenis,sp.,11.8,11.6,6,0,NaN
Macrognathomys,gemmacolis,15.970,11.7,2,0,NaN
Macrognathomys,nanus,12.2,4.900,3,0,NaN
Macrognathomys,sp.,13.8,11.8,4,0,NaN
Macrotarsius,jepseni,43.0,43.0,2,2,0.0131
Macrotarsius,montanus,40.400,37.200,1,0,NaN
Macrotarsius,roederi,40.8,40.7,1,1,0.0125
Macrotarsius,siegerti,45.3,37.200,8,0,NaN
Macrotarsius,sp.,42.7,42.7,1,0,NaN
Macrotus,waterhousei,0.017406,0.017406,1,0,NaN
Macrotus,waterhousii,0.126,0.000,2,0,NaN
Mahgarita,stevensi,40.0,39.8,2,1,0.4286
Maiorana,ferrisensis,65.2,65.2,1,1,0.3333
Maiorana,noctiluca,65.2,65.2,1,0,NaN
Malaquiferus,sp.,43.6,36.9,2,0,NaN
Malaquiferus,tourteloti,43.2,41.9,4,0,NaN
Malfelis,badwaterensis,50.300,46.200,1,0,NaN
Mammacyon,obtusidens,21.8,21.7,2,2,0.5547
Mammacyon,sp.,30.800,21.7,5,2,0.5774
Mammuthus,columbi,4.900,0.01346,107,35,0.7192
Mammuthus,exilis,0.01284,0.01284,1,1,1.0000
Mammuthus,hayi,1.8,0.3,17,0,NaN
Mammuthus,primigenius,0.3,0.0057,22,6,0.7071
Mammuthus,sp.,2.8,0.01217,150,57,0.7156
Mammut,americanum,4.5,0.000,313,231,0.9263
Mammut,americanus,0.0137,0.012,8,2,1.0000
Mammut,cosoensis,4.900,1.800,1,0,NaN
Mammut,floridanum,2.588,0.012,2,0,NaN
Mammut,furlongi,11.8,11.8,2,0,NaN
Mammut,giganteus,23.030,5.332,1,0,NaN
Mammut,matthewi,13.650,1.800,8,0,NaN
Mammut,raki,4.900,1.800,1,0,NaN
Mammut,sp.,11.6,0.1,28,1,1.0000
Manitsha,tanka,33.900,33.300,1,0,NaN
Marfilomys,aewoodi,50.300,40.400,1,0,NaN
Marmota,arizonae,3.1,3.1,1,1,0.0110
Marmota,caligata,0.0335,0.0231,1,1,0.0808
Marmota,flaviventris,0.3,0.012,11,3,0.0678
Marmota,korthi,9.5,9.4,1,1,0.1600
Marmota,minor,9.6,9.6,1,0,NaN
Marmota,monax,0.9,0.000,30,0,NaN
Marmota,sp.,8.4,0.00946,23,0,NaN
Marmota,vancouverensis,0.01207,0.01207,1,0,NaN
Marmota,vetus,7.4,7.2,2,0,NaN
Marsholestes,dasypelix,49.6,46.4,2,0,NaN
Marsholestes,sp.,50.300,46.200,1,0,NaN
Martes,campestris,11.8,11.8,1,0,NaN
Martes,diluviana,0.9,0.3,6,0,NaN
Martes,foxi,3.5,3.5,1,0,NaN
Martes,gazini,15.6,15.5,1,0,NaN
Martes,kinseyi,15.970,13.600,1,0,NaN
Martes,parviloba,15.970,13.600,1,0,NaN
Martes,pennanti,0.3,0.0294,9,0,NaN
Martes,sp.,15.0,0.3,12,0,NaN
Martes,stirtoni,11.8,11.8,1,0,NaN
Martinogale,alveodens,9.2,7.1,4,0,NaN
Martinogale,sp.,11.7,4.6,3,0,NaN
Mattimys,kalicola,53.7,46.200,5,0,NaN
Mattimys,sp.,54.4,49.7,3,0,NaN
Mauicetus,sp.,28.400,23.030,2,0,NaN
Mazama,sp.,0.7,0.7,1,0,NaN
Mediochoerus,blicki,20.430,15.970,1,0,NaN
Mediochoerus,mohavensis,14.0,14.0,1,0,NaN
Megacamelus,merriami,7.4,6.7,3,0,NaN
Megacamelus,sp.,7.4,7.4,1,0,NaN
Megacerops,curtus,35.5,35.5,1,0,NaN
Megacerops,hatcheri,36.9,36.3,1,0,NaN
Megacerops,kuwagatarhinus,36.9,36.9,3,0,NaN
Megacerops,osborni,36.7,36.7,1,1,0.0318
Megacerops,sp.,35.5,35.5,3,0,NaN
Megachoerus,latidens,36.4,36.3,1,0,NaN
Megachoerus,zygomaticus,32.6,32.5,1,0,NaN
Megadelphus,lundeliusi,52.1,46.200,7,0,NaN
Megahippus,matthewi,12.2,11.7,6,0,NaN
Megahippus,mckennai,14.0,13.7,11,0,NaN
Megahippus,sp.,15.2,12.1,14,2,0.0111
Megalagus,abaconis,30.800,24.7,2,0,NaN
Megalagus,brachyodon,36.9,34.8,21,1,0.0741
Megalagus,dawsoni,28.3,15.970,2,1,0.0032
Megalagus,primitivus,31.4,24.4,13,10,0.0628
Megalagus,sp.,37.0,24.7,12,1,0.0060
Megalagus,turgidus,35.3,32.3,38,1,0.0638
Megalamynodon,regalis,46.200,40.400,1,0,NaN
Megalesthonyx,hopsoni,54.0,46.200,6,1,0.0714
Megalesthonyx,sp.,52.3,51.8,2,0,NaN
Megalictis,ferox,23.5,20.7,10,2,0.1826
Megalictis,frazieri,21.8,21.7,1,1,0.0769
Megalictis,petersoni,21.1,20.8,1,0,NaN
Megalictis,sp.,21.1,21.0,2,1,0.0204
Megalocnus,sp.,0.126,0.012,1,0,NaN
Megalonyx,curvidens,8.3,7.2,8,0,NaN
Megalonyx,jeffersonii,1.0,0.01346,33,2,0.0638
Megalonyx,jerrersonii,0.0294,0.0294,1,0,NaN
Megalonyx,leptostomus,4.5,1.6,21,2,0.0958
Megalonyx,mathisi,10.300,4.900,1,0,NaN
Megalonyx,obtusidens,0.7,0.7,1,0,NaN
