Taxon,Order,Family,Genus,Species,Equation,Predictor,Intercept,Slope,LnMass,m1L,m1W,otherL,otherW,MeasurementSource,Remarks
Dipodomys_spectabilis,Rodentia,Heteromyidae,Dipodomys,spectabilis,Rodentia,m1LxW,2.172,1.767,3.7,1.2,1.98,NA,NA,Paleobiology Database,
Diprionomys_minimus,Rodentia,Heteromyidae,Diprionomys,minimus,Rodentia,m1LxW,2.172,1.767,2.5,1.03,1.17,NA,NA,Paleobiology Database,
Korthomys_formicarum,Rodentia,Heteromyidae,Korthomys,formicarum,Rodentia,m1LxW,2.172,1.767,2.47,0.965,1.229,NA,NA,Paleobiology Database,Mookomys formicarum in Paleobiology Database
Mioheteromys_amplissimus,Rodentia,Heteromyidae,Mioheteromys,amplissimus,Rodentia,m1LxW,2.172,1.767,3.72,1.47,1.63,NA,NA,Paleobiology Database,
Mookomys_altifluminis,Rodentia,Heteromyidae,Mookomys,altifluminis,Rodentia,m1LxW,2.172,1.767,2.57,1.08,1.16,NA,NA,Paleobiology Database,
Mookomys_subtilis,Rodentia,Heteromyidae,Mookomys,subtilis,Rodentia,m1LxW,2.172,1.767,1.68,0.85,0.89,NA,NA,Paleobiology Database,
Mookomys_sulculus,Rodentia,Heteromyidae,Mookomys,sulculus,Rodentia,m1LxW,2.172,1.767,2.96,1.18,1.32,NA,NA,Paleobiology Database,
Mookomys_thrinax,Rodentia,Heteromyidae,Mookomys,thrinax,Rodentia,m1LxW,2.172,1.767,2.48,1.01,1.18,NA,NA,Paleobiology Database,
Oregonomys_pebblespringsensis,Rodentia,Heteromyidae,Oregonomys,pebblespringsensis,Rodentia,m1LxW,2.172,1.767,3.28,1.29,1.45,NA,NA,Paleobiology Database,
Oregonomys_sargenti,Rodentia,Heteromyidae,Oregonomys,sargenti,Rodentia,m1LxW,2.172,1.767,3.26,1.25,1.48,NA,NA,Paleobiology Database,
Peridiomys_halis,Rodentia,Heteromyidae,Peridiomys,halis,Rodentia,m1LxW,2.172,1.767,4.15,1.58,1.94,NA,NA,Paleobiology Database,
Peridiomys_rusticus,Rodentia,Heteromyidae,Peridiomys,rusticus,Rodentia,m1LxW,2.172,1.767,4.24,1.55,2.08,NA,NA,Paleobiology Database,
Perognathus_ancenensis,Rodentia,Heteromyidae,Perognathus,ancenensis,Rodentia,m1LxW,2.172,1.767,2.44,1.04,1.12,NA,NA,Paleobiology Database,
Perognathus_brevidens,Rodentia,Heteromyidae,Perognathus,brevidens,Rodentia,m1LxW,2.172,1.767,1.99,0.914,0.986,NA,NA,Paleobiology Database,
Perognathus_dunklei,Rodentia,Heteromyidae,Perognathus,dunklei,Rodentia,m1LxW,2.172,1.767,2.07,1.05,0.9,NA,NA,Paleobiology Database,
Perognathus_furlongi,Rodentia,Heteromyidae,Perognathus,furlongi,Rodentia,m1LxW,2.172,1.767,2.27,0.988,1.07,NA,NA,Paleobiology Database,
Perognathus_gidleyi,Rodentia,Heteromyidae,Perognathus,gidleyi,Rodentia,m1LxW,2.172,1.767,2.47,1.03,1.15,NA,NA,Paleobiology Database,
Perognathus_mclaughlini,Rodentia,Heteromyidae,Perognathus,mclaughlini,Rodentia,m1LxW,2.172,1.767,2.12,0.898,1.08,NA,NA,Paleobiology Database,
Perognathus_minutus,Rodentia,Heteromyidae,Perognathus,minutus,Rodentia,m1LxW,2.172,1.767,1.78,0.861,0.929,NA,NA,Paleobiology Database,
Perognathus_pearlettensis,Rodentia,Heteromyidae,Perognathus,pearlettensis,Rodentia,m1LxW,2.172,1.767,1.93,0.911,0.958,NA,NA,Paleobiology Database,
Perognathus_stevei,Rodentia,Heteromyidae,Perognathus,stevei,Rodentia,m1LxW,2.172,1.767,2.37,0.997,1.12,NA,NA,Paleobiology Database,
Perognathus_trojectioansrum,Rodentia,Heteromyidae,Perognathus,trojectioansrum,Rodentia,m1LxW,2.172,1.767,1.29,0.755,0.806,NA,NA,Paleobiology Database,
Prodipodomys_idahoensis,Rodentia,Heteromyidae,Prodipodomys,idahoensis,Rodentia,m1LxW,2.172,1.767,3.11,1.08,1.57,NA,NA,Paleobiology Database,
Prodipodomys_kansensis,Rodentia,Heteromyidae,Prodipodomys,kansensis,Rodentia,m1LxW,2.172,1.767,2.55,0.93,1.33,NA,NA,Paleobiology Database,
Proheteromys_floridanus,Rodentia,Heteromyidae,Proheteromys,floridanus,Rodentia,m1LxW,2.172,1.767,1.68,0.831,0.91,NA,NA,Paleobiology Database,
Proheteromys_ironcloudi,Rodentia,Heteromyidae,Proheteromys,ironcloudi,Rodentia,m1LxW,2.172,1.767,2.36,1.01,1.1,NA,NA,Paleobiology Database,
Proheteromys_maximus,Rodentia,Heteromyidae,Proheteromys,maximus,Rodentia,m1LxW,2.172,1.767,4.47,1.6,2.3,NA,NA,Paleobiology Database,
Proheteromys_toledoensis,Rodentia,Heteromyidae,Proheteromys,toledoensis,Rodentia,m1LxW,2.172,1.767,4.08,1.64,1.8,NA,NA,Paleobiology Database,
Schizodontomys_amnicolus,Rodentia,Heteromyidae,Schizodontomys,amnicolus,Rodentia,m1LxW,2.172,1.767,4.71,1.82,2.31,NA,NA,Paleobiology Database,
Schizodontomys_harkseni,Rodentia,Heteromyidae,Schizodontomys,harkseni,Rodentia,m1LxW,2.172,1.767,4.66,1.92,2.13,NA,NA,Paleobiology Database,
Schizodontomys_sulcidens,Rodentia,Heteromyidae,Schizodontomys,sulcidens,Rodentia,m1LxW,2.172,1.767,4.18,1.58,1.97,NA,NA,Paleobiology Database,
Stratimus_strobeli,Rodentia,Heteromyidae,Stratimus,strobeli,Rodentia,m1LxW,2.172,1.767,3,1.11,1.44,NA,NA,Paleobiology Database,
Trogomys_rupinimenthae,Rodentia,Heteromyidae,Trogomys,rupinimenthae,Rodentia,m1LxW,2.172,1.767,2.53,1.023333333,1.193333333,NA,NA,Reeder 1960:table 1,
Neochoerus_dichroplax,Rodentia,Hydrochoeridae,Neochoerus,dichroplax,Rodentia,m1LxW,2.172,1.767,12.21,23.4,12.5,NA,NA,Paleobiology Database,
Jimomys_labaughi,Rodentia,Jimomyidae,Jimomys,labaughi,Rodentia,m1LxW,2.172,1.767,4.24,1.7,1.9,NA,NA,Paleobiology Database,
Texomys_ritchiei,Rodentia,Jimomyidae,Texomys,ritchiei,Rodentia,m1LxW,2.172,1.767,4.58,2.04,1.92,NA,NA,Paleobiology Database,
Zetamys_nebraskensis,Rodentia,Jimomyidae,Zetamys,nebraskensis,Rodentia,m1LxW,2.172,1.767,4.1,1.73,1.72,NA,NA,Paleobiology Database,
Ammospermophilus_fossilis,Rodentia,Sciuridae,Ammospermophilus,fossilis,Rodentia,m1LxW,2.172,1.767,4.04,1.6,1.8,NA,NA,Paleobiology Database,
Ammospermophilus_junturensis,Rodentia,Sciuridae,Ammospermophilus,junturensis,Rodentia,m1LxW,2.172,1.767,3.98,1.59,1.75,NA,NA,Paleobiology Database,
Ammospermophilus_leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus,Rodentia,m1LxW,2.172,1.767,4.14,1.6,1.9,NA,NA,Paleobiology Database,
Cynomyoides_vatis,Rodentia,Sciuridae,Cynomyoides,vatis,Rodentia,m1LxW,2.172,1.767,5.73,2.26,3.32,NA,NA,Paleobiology Database,
Cynomys_gunnisoni,Rodentia,Sciuridae,Cynomys,gunnisoni,Rodentia,m1LxW,2.172,1.767,6.55,2.75,4.33,NA,NA,Paleobiology Database,
Cynomys_ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus,Rodentia,m1LxW,2.172,1.767,6.65,3.03,4.16,NA,NA,Paleobiology Database,
Glaucomys_sabrinus,Rodentia,Sciuridae,Glaucomys,sabrinus,Rodentia,m1LxW,2.172,1.767,4.15,1.69,1.81,NA,NA,Paleobiology Database,
Glaucomys_volans,Rodentia,Sciuridae,Glaucomys,volans,Rodentia,m1LxW,2.172,1.767,3.92,1.57,1.71,NA,NA,Paleobiology Database,
Marmota_flaviventris,Rodentia,Sciuridae,Marmota,flaviventris,Rodentia,m1LxW,2.172,1.767,7.64,5.18,4.25,NA,NA,Paleobiology Database,
Marmota_korthi,Rodentia,Sciuridae,Marmota,korthi,Rodentia,m1LxW,2.172,1.767,7.62,4.42,4.94,NA,NA,Paleobiology Database,
Marmota_minor,Rodentia,Sciuridae,Marmota,minor,Rodentia,m1LxW,2.172,1.767,7.09,4,4.05,NA,NA,Paleobiology Database,
Marmota_monax,Rodentia,Sciuridae,Marmota,monax,Rodentia,m1LxW,2.172,1.767,7.94,5.43,4.81,NA,NA,Paleobiology Database,
Marmota_vetus,Rodentia,Sciuridae,Marmota,vetus,Rodentia,m1LxW,2.172,1.767,6.49,3.6,3.2,NA,NA,Paleobiology Database,
Miosciurus_ballovianus,Rodentia,Sciuridae,Miosciurus,ballovianus,Rodentia,m1LxW,2.172,1.767,3.6,1.5,1.5,NA,NA,Paleobiology Database,
Miospermophilus_bryanti,Rodentia,Sciuridae,Miospermophilus,bryanti,Rodentia,m1LxW,2.172,1.767,4.04,1.6,1.8,NA,NA,Paleobiology Database,
Miospermophilus_lavertyi,Rodentia,Sciuridae,Miospermophilus,lavertyi,Rodentia,m1LxW,2.172,1.767,4.67,1.9,2.16,NA,NA,Paleobiology Database,
Miospermophilus_wyomingensis,Rodentia,Sciuridae,Miospermophilus,wyomingensis,Rodentia,m1LxW,2.172,1.767,4.42,1.88,1.9,NA,NA,Paleobiology Database,
Nototamias_ateles,Rodentia,Sciuridae,Nototamias,ateles,Rodentia,m1LxW,2.172,1.767,3.38,1.34,1.48,NA,NA,Paleobiology Database,
Nototamias_hulberti,Rodentia,Sciuridae,Nototamias,hulberti,Rodentia,m1LxW,2.172,1.767,2.84,1.12,1.3,NA,NA,Paleobiology Database,
Nototamias_quadratus,Rodentia,Sciuridae,Nototamias,quadratus,Rodentia,m1LxW,2.172,1.767,3.58,1.55,1.43,NA,NA,Paleobiology Database,
Paenemarmota_barbouri,Rodentia,Sciuridae,Paenemarmota,barbouri,Rodentia,m1LxW,2.172,1.767,9.24,7,7.78,NA,NA,Paleobiology Database,
Paenemarmota_sawrockensis,Rodentia,Sciuridae,Paenemarmota,sawrockensis,Rodentia,m1LxW,2.172,1.767,8.69,6.21,6.43,NA,NA,Paleobiology Database,
Parapaenemarmota_oregonensis,Rodentia,Sciuridae,Parapaenemarmota,oregonensis,Rodentia,m1LxW,2.172,1.767,7.68,4.6,4.92,NA,NA,Paleobiology Database,
Paratamias_tarassus,Rodentia,Sciuridae,Paratamias,tarassus,Rodentia,m1LxW,2.172,1.767,3.31,1.36,1.4,NA,NA,Paleobiology Database,
Petauristodon_jamesi,Rodentia,Sciuridae,Petauristodon,jamesi,Rodentia,m1LxW,2.172,1.767,5.73,2.67,2.8,NA,NA,Paleobiology Database,
Petauristodon_mathewsi,Rodentia,Sciuridae,Petauristodon,mathewsi,Rodentia,m1LxW,2.172,1.767,5.37,2.4,2.54,NA,NA,Paleobiology Database,
Petauristodon_pattersoni,Rodentia,Sciuridae,Petauristodon,pattersoni,Rodentia,m1LxW,2.172,1.767,5.82,2.73,2.88,NA,NA,Paleobiology Database,
Protosciurus_tecuyensis,Rodentia,Sciuridae,Protosciurus,tecuyensis,Rodentia,m1LxW,2.172,1.767,6.17,3.1,3.1,NA,NA,Paleobiology Database,
Protospermophilus_angusticeps,Rodentia,Sciuridae,Protospermophilus,angusticeps,Rodentia,m1LxW,2.172,1.767,5.77,2.54,3.02,NA,NA,Paleobiology Database,
Protospermophilus_kelloggi,Rodentia,Sciuridae,Protospermophilus,kelloggi,Rodentia,m1LxW,2.172,1.767,5.31,2.29,2.58,NA,NA,Paleobiology Database,
Protospermophilus_malheurensis,Rodentia,Sciuridae,Protospermophilus,malheurensis,Rodentia,m1LxW,2.172,1.767,4.64,1.94,2.08,NA,NA,Paleobiology Database,
Protospermophilus_oregonensis,Rodentia,Sciuridae,Protospermophilus,oregonensis,Rodentia,m1LxW,2.172,1.767,6.11,2.9,3.2,NA,NA,Paleobiology Database,
Protospermophilus_quatalensis,Rodentia,Sciuridae,Protospermophilus,quatalensis,Rodentia,m1LxW,2.172,1.767,5.61,2.56,2.74,NA,NA,Paleobiology Database,
Protospermophilus_vortmani,Rodentia,Sciuridae,Protospermophilus,vortmani,Rodentia,m1LxW,2.172,1.767,5.44,2.35,2.7,NA,NA,Paleobiology Database,
Sciurus_aberti,Rodentia,Sciuridae,Sciurus,aberti,Rodentia,m1LxW,2.172,1.767,5.79,2.5,3.1,NA,NA,Paleobiology Database,
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus,carolinensis,Rodentia,m1LxW,2.172,1.767,5.61,2.54,2.75,NA,NA,Paleobiology Database,
Sciurus_niger,Rodentia,Sciuridae,Sciurus,niger,Rodentia,m1LxW,2.172,1.767,5.94,2.6,3.25,NA,NA,Paleobiology Database,
Similisciurus_maxwelli,Rodentia,Sciuridae,Similisciurus,maxwelli,Rodentia,m1LxW,2.172,1.767,5.56,2.75,2.47,NA,NA,Paleobiology Database,
Spermophilus_argonautus,Rodentia,Sciuridae,Spermophilus,argonautus,Rodentia,m1LxW,2.172,1.767,4.88,2.1,2.2,NA,NA,Paleobiology Database,
Spermophilus_armatus,Rodentia,Sciuridae,Spermophilus,armatus,Rodentia,m1LxW,2.172,1.767,4.64,1.5,2.7,NA,NA,Paleobiology Database,
Spermophilus_bensoni,Rodentia,Sciuridae,Spermophilus,bensoni,Rodentia,m1LxW,2.172,1.767,5.22,2.12,2.64,NA,NA,Paleobiology Database,
Spermophilus_cragini,Rodentia,Sciuridae,Spermophilus,cragini,Rodentia,m1LxW,2.172,1.767,6.36,2.83,3.79,NA,NA,Paleobiology Database,
Spermophilus_cyanocittus,Rodentia,Sciuridae,Spermophilus,cyanocittus,Rodentia,m1LxW,2.172,1.767,4.55,1.82,2.11,NA,NA,Paleobiology Database,
Spermophilus_dotti,Rodentia,Sciuridae,Spermophilus,dotti,Rodentia,m1LxW,2.172,1.767,5.6,2.44,2.86,NA,NA,Paleobiology Database,
Spermophilus_howelli,Rodentia,Sciuridae,Spermophilus,howelli,Rodentia,m1LxW,2.172,1.767,4.94,1.98,2.42,NA,NA,Paleobiology Database,
Spermophilus_jerae,Rodentia,Sciuridae,Spermophilus,jerae,Rodentia,m1LxW,2.172,1.767,4.47,1.78,2.06,NA,NA,Paleobiology Database,
Spermophilus_mckayensis,Rodentia,Sciuridae,Spermophilus,mckayensis,Rodentia,m1LxW,2.172,1.767,5.15,2,2.7,NA,NA,Paleobiology Database,
Spermophilus_meadensis,Rodentia,Sciuridae,Spermophilus,meadensis,Rodentia,m1LxW,2.172,1.767,4.61,1.74,2.29,NA,NA,Paleobiology Database,
Spermophilus_parryii,Rodentia,Sciuridae,Spermophilus,parryii,Rodentia,m1LxW,2.172,1.767,5.93,2.69,3.11,NA,NA,Paleobiology Database,
Spermophilus_primitivus,Rodentia,Sciuridae,Spermophilus,primitivus,Rodentia,m1LxW,2.172,1.767,4.72,1.88,2.25,NA,NA,Paleobiology Database,
Spermophilus_richardsonii,Rodentia,Sciuridae,Spermophilus,richardsonii,Rodentia,m1LxW,2.172,1.767,4.97,1.9,2.57,NA,NA,Paleobiology Database,
Spermophilus_tephrus,Rodentia,Sciuridae,Spermophilus,tephrus,Rodentia,m1LxW,2.172,1.767,4.49,1.93,1.92,NA,NA,Paleobiology Database,
Spermophilus_tridecemlineatus,Rodentia,Sciuridae,Spermophilus,tridecemlineatus,Rodentia,m1LxW,2.172,1.767,4.39,1.76,1.99,NA,NA,Paleobiology Database,
Spermophilus_variegatus,Rodentia,Sciuridae,Spermophilus,variegatus,Rodentia,m1LxW,2.172,1.767,5.81,2.45,3.2,NA,NA,Paleobiology Database,
Spermophilus_wellingtonensis,Rodentia,Sciuridae,Spermophilus,wellingtonensis,Rodentia,m1LxW,2.172,1.767,5.69,2.42,3.02,NA,NA,Paleobiology Database,
Spermophilus_wilsoni,Rodentia,Sciuridae,Spermophilus,wilsoni,Rodentia,m1LxW,2.172,1.767,5.51,2.41,2.75,NA,NA,Paleobiology Database,
Tamias_aristus,Rodentia,Sciuridae,Tamias,aristus,Rodentia,m1LxW,2.172,1.767,4.96,2.12,2.29,NA,NA,Paleobiology Database,
Tamias_minimus,Rodentia,Sciuridae,Tamias,minimus,Rodentia,m1LxW,2.172,1.767,3.23,1.3,1.4,NA,NA,Paleobiology Database,
Tamias_striatus,Rodentia,Sciuridae,Tamias,striatus,Rodentia,m1LxW,2.172,1.767,3.84,1.54,1.67,NA,NA,Paleobiology Database,
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Rodentia,m1LxW,2.172,1.767,4.81,2.01,2.21,NA,NA,Paleobiology Database,
